##### LTank32 Language File 4.0 ###########
#                                         #
# Language : French  (100% Complet)       #
# Author   : Yves Maingoy & Donald Drouin #
# Date     : 10 July 2002                 #
#                                         #
###########################################

##### IMPORTANT NOTE TO THE TRANSLATORS #################
#                                                       #
# You have to translate all the lines except those      #
# beginning with a pound sign. ( # )                    #
#                                                       #
# No lines must be removed or added.                    #                  
#                                                       #
# All lines must stay at their original position.       #                  
#                                                       #
# In some cases changing the length of a message can    #
# produce strange results. You will have to make tests. #
#                                                       #
#########################################################

##### MAIN MENU ##########################
00,--,--,&Jeu
00,00,--,&Nouvelle partie\tF2
00,01,--,Charger un tableau ( &Load )\tL
00,02,--,Tableau &suivant\tS
00,03,--,Tableau &précédent\tP
00,04,--,&Dernier tableau joué\t<---
00,05,--,SEPARATOR
00,06,--,&Ouvrir une banque de tableau...\tO
00,07,--,SEPARATOR
00,08,--,&Voir vos records\tV
00,09,--,Liste des records &globaux\tG
00,10,--,SEPARATOR
00,11,--,En&registrer les séquences de jeu\tF5
00,12,--,S&auvegarder l'enregistrement\tF6
00,13,--,&Continuer l'enregistrement\tF8
00,14,--,Visionner une séquence de &jeu\tF7
00,15,--,SEPARATOR
00,16,--,&Imprimer le tableau
00,17,--,SEPARATOR
00,18,--,&Quitter\tAlt+F4
01,--,--,&Mouvement
01,00,--,&Recommencer le tableau\tR
01,01,--,Annuler le dernier pas ou tir ( &Undo )\tU
01,02,--,&Sauvegarder la position\tCtrl+C
01,03,--,Restaurer la &position\tCrtl+V
01,04,--,Rejouer &votre séquence\tF4
02,--,--,&Options
02,00,--,&Animation\tA
02,01,--,So&n\tN
02,02,--,Mémoriser le dernier tableau joué
02,03,--,Sauter les tableaux complétés
02,04,--,Auto-enregistrement
02,05,--,Désactiver les avertissements
02,06,--,SEPARATOR
02,07,--,&Dimension
02,07,00,&Petit
02,07,01,&Moyen
02,07,02,&Grand
02,08,--,&Changer la difficulté...\tD
02,09,--,Changer les &graphiques...\tCtrl+G
03,--,--,&Éditeur [F9]
04,--,--,&Aide
04,00,--,Indice  ( &Hint )\tH
04,01,--,SEPARATOR
04,02,--,&Index
04,03,--,&Aide rapide\tF1
04,04,--,His&torique
04,05,--,SEPARATOR
04,06,--,À &propos de LaserTank

##### EDITOR MENU ######################
00,--,--,&Éditeur
